smiles,IE
CC#CCCCCCCCC,9.28
CCC#CCCCCCCC,9.17
CCCC#CCCCCCC,9.13
CCC#CCCCCCCCCCC,9.17
CCCC#CCCCCCCCCC,9.11
CCCCC#CCCCCCCCC,9.1
O=[N+]([O-])c1c2ccccc2cc2ccccc12,7.87
O=C(O)c1c(F)c(F)c(F)c(F)c1F,9.2
CCOCC,9.51
CCCC(C)O,9.78
C1#CCCC#CCCC#CCC1,9
C1Cc2c1c1c(c3c2CC3)CC1,8.15
c1ccc([As](c2ccccc2)c2ccccc2)cc1,7.32
c1ccc(N(c2ccccc2)c2ccccc2)cc1,6.8
c1ccc(P(c2ccccc2)c2ccccc2)cc1,7.39
CNN,7.7
CC(=N)O,9.69
Cc1cc(C)c([N+](=O)[O-])c(C)c1,8.8
Cc1c(C)c2ccccc2c2ccccc12,8.01
CC(C)=C1C2C=CC1C(=O)C2=O,8
O=C1C(=O)C2C=CC1C21CC1,8.1
CC1(C)C2C=CC1C(=O)C2=O,8.2
O=C1C(=O)C2C=CC1C21CCCC1,8.1
CC1=CC2CC1C(=O)C2=O,8.1
C1=CC2C=CC3C=CC1C23,8.6
Cc1ccccc1-c1ccccc1C,8.05
c1c2c(cc3c1CC3)CCC2,8.05
c1cc2c(c3c1CCC3)CC2,8.19
O=C1CCC(=O)C2CC12,9.4
Cn1c(=O)ccc2ccccc21,8
CCCN(C)N(C)C,6.63
CC(C)N(C(C)C)N(C)C,6.65
CN(C)N(C)C(C)(C)C,7.07
O=S1(=O)CSC1,9.4
O=S1CS(=O)C1,8.6
O=S1CS(=O)(=O)C1,9.6
Nc1c(Cl)cccc1Cl,7.6
CSC(C)=CC(C)=O,8.15
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,8.8
C#CC#CCl,9.72
C=C(C)CCCC,9.04
Cc1ccccc1N(C)C,7.42
COC1CCCC1OC,8.6
CC=CC=CC,8.18
CNc1ccccc1C,7.27
CCc1ccccc1[N+](=O)[O-],9.39
Cc1cccc(-c2cccc(C)c2)c1,7.85
CN(C)N=NN(C)C,7
C1CCN(N2CCCCC2)CC1,6.77
Cc1ccc2cc3ccccc3cc2c1,7.37
Cc1ccc(-c2ccc(C)cc2)cc1,8.5
N#Cc1ccc2ccccc2c1,8.56
N#Cc1cccc2c1C1C=CC2C1,8.7
CCN(CC)c1ccc(C)cc1,6.84
O=C(O)C=Cc1ccccc1O,8.5
CCOc1ccccc1C,8
CNC(=O)C(=O)NC,9.33
Cc1ccccc1I,8.4
CNCl,9.19
CC1=CC(=O)OC1=O,10.7
C=CC(O)CC,9.4
COC(=O)CN,9.1
CC(C)(C)OC(C)(C)C,8.88
COc1cc(SC)c(OC)cc1CC(C)N,6.8
COC(=O)OC,10.5
CCN(C)CC,7.5
COS(=O)OC,9.9
C#CC#CC#CC#C,9.09
CC[SiH](CC)CC,9.5
N#Cc1ccco1,9.45
O=C(Br)c1ccccc1,9.65
C=C(O)CC,8.36
N#Cc1cccc([N+](=O)[O-])c1,10.29
COC(=O)c1ccc(N)cc1,7.7
N#Cc1ccc(C(=O)O)cc1,10
N#Cc1ccc([N+](=O)[O-])cc1,10.23
CN(C)c1ccc(C(=O)O)cc1,7.1
ICc1ccccc1,8.73
COc1ccncc1,9.58
Cc1cccc(CCl)c1,8.82
CN=Cc1ccccc1,8.77
[N-]=[N+]=Nc1ccccc1,8.4
CCSc1ccccc1,7.88
CCSc1ccc(C)cc1,8
CCC#Cc1ccccc1,8.3
CNc1ccc(C)cc1,7.13
COc1ccc(Cl)cc1,7.79
CSc1ccc(C)cc1,7.5
N#Cc1ccc(C#N)cc1,10.1
O=Cc1ccc(C=O)cc1,10.13
CCC=C(C)C=O,9.54
CCOS(=O)OCC,9.68
O=C(c1ccccn1)c1ccccc1F,9.11
Ic1ccc(I)cc1,8.45
BrC#CBr,9.67
CC=CC,9.1
C#CCCl,10.68
ICCI,9.4
IC#CI,9.02
OCCI,9.6
[C-]#[N+]CC,11.2
CCOCl,10.13
CCSC,8.55
CN=[N+]=[N-],9.81
CON=O,10.44
CSSC,7.4
C=CCC(C)O,9.38
Nc1ccccc1,7.72
CC=CC(C)=O,9.39
CC=CC(=O)Cl,9.4
C=CCC(=O)O,9.75
CC(=N)S,8.35
CCO[N+](=O)[O-],11.22
CCSC(C)=O,9.2
CC(C)SC(C)C,8.2
Cc1c[nH]c(C)c1,7.54
Cc1ccc(C)o1,7.8
Cc1cccc(I)c1,8.61
Fc1cccc(Cl)c1,9.21
CCC(C)NC(C)CC,7.6
Nc1cccccc1=O,9.43
Brc1cccnc1,9.75
CC1CCCNC1,7.98
CC1CCNCC1,8.03
Clc1cccnc1,9.1
Clc1ccncc1,9.5
IC1CCCCC1,9
O=c1cc[nH]cc1,9.75
CN1CCCCC1,7.77
CCC=CC(=O)O,10.14
CCOCC(C)C,9.3
CCCC[N+](=O)[O-],10.71
CCCO[N+](=O)[O-],11.07
C#CCCC,10.1
CC=CCC,9.01
CC#CCC,9.44
C=CCCO,9.56
[C-]#[N+]CCC,11.8
C=CCOC,9.56
C#CCOC,9.78
CCPCC,8.69
C=CSCC,8.21
C=CSC=C,8.25
C#CCCC#C,9.93
CCCCCI,9.2
C1=CCC=CC1,8.82
C#CCCCCC,10.04
C1=CCCCCC1,8.91
C1=CC=CC=CC=C1,8.03
CC#CCCCCCCCCC,9.29
C=C1C2C3(C)C1C23C,8
[C-]#[O+],14.01
CC(C)(C)CBr,10.04
c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,8
c1c[nH]c(-c2ccco2)c1,6.95
C=C(C)CN(CC(=C)C)CC(=C)C,7.8
C=c1cc(C)c(=C)cc1C,7.4
Cc1cccc(C)c1C(=O)O,8.9
Clc1ccc(Cl)c(Cl)c1Cl,8.9
Clc1cc(Cl)c(Cl)c(Cl)c1,9.02
Cc1ccc[nH]1,7.78
Cc1ccc(C)s1,8.1
Pc1ccccc1,8.47
CCCCCCI,9.18
CC#CCCCCCCCCCCC,9.26
CC(C)=NC1CCCCC1,8.23
CN(C)N(C)C,6.87
CCO,10.48
O=CO,11.33
CC(=O)O,10.65
O=Cc1c2ccccc2cc2ccccc12,7.69
CC=CCCCCCC,8.9
CC=CCCCCCC,8.9
Cc1ccccc1-c1ccccc1,8.1
C1=CC12CCCCCCC21C=C1,8.2
Cc1cccc(-c2ccccc2)c1,7.95
Cc1ccc(-c2ccccc2)cc1,7.8
C#COC,9.48
C1CCCC2(CC2)C2(CC1)CC2,8.6
CC=CCC,9.04
C=CC#CC,9
COc1cc(CC(C)N)c(OC)cc1Br,7.3
Cn1ncc(=S)n1C,7.4
Cc1cnc2nccnc2n1,8.8
CC1(c2ccccc2)C=C1,8.29
CC(=O)C=Cc1cccc(Br)c1,8.9
C=Cc1c(F)c(F)c(F)c(F)c1F,9.18
C[C]1CC1,7.49
CC(C)(C)[C]=CCCl,9.05
CN(C)B(Cl)N(C)C,8.08
C1CP1,9.4
c1cc2nc(c1)CCc1cccc(n1)CC2,8.35
C1=CC2C3C1C23,8.1
CCCC(N)C(=O)O,8.53
[O-][n+]1cccc(O)c1,8.6
CP1(C)=NP(C)(C)=NP(C)(C)=N1,8.35
CCCCCC=O,9.72
O=C1C(=O)C(F)(F)C1(F)F,10
C1=CCC2CC=CC2C1,8.72
CC[Si]1(CC)C(C)SC1C,7.92
CC(C)(C)C1=C(C(C)(C)C)C(C(C)(C)C)=C1C(C)(C)C,5.9
CC(C)(C)C12C3(C(C)(C)C)C1(C(C)(C)C)C23C(C)(C)C,7.1
O=C1OC(=O)C(F)=C1F,11.45
N#CC(C#N)=C(C#N)C#N,11.77
CC1CCCCN1C,7.63
C=C1CC2C=CC12,8.8
CP(C)c1ccccc1,7.58
FC1=C(F)C2(F)C(F)=C(F)C12F,10.08
CC#Cc1ccccc1,8.42
C=CCCON=O,9.7
C#CC1CC1,8.7
CC=CC(C)C,8.97
Cc1cc(C)oc(=O)c1,8.51
Fc1nc(F)nc(F)n1,11.3
CO,10.84
CC(C)O,10.17
CPC,8.47
ClC(Cl)Cl,11.37
C#Cc1cccc2c(C#C)cccc12,7.91
CP(Cl)Cl,9.5
CP(C)(C)=O,9.5
CP(=O)(Cl)Cl,10.91
Clc1ccccc1C=Cc1ccccn1,8.05
Ic1ccccc1C=Cc1ccccn1,7.95
CN(C)C(F)(F)F,9.2
C1=NCC1,9.3
CCC#CCCCCCCCC,9.17
CN1CN1C,8.7
CN(C)P(=O)(N(C)C)N(C)C,7.9
[CH2]Cl,8.75
CN(C)C=O,9.13
CN1CCC(=O)C1,8.3
C1#CC=CCCC=C1,8.2
CN(C)P(Cl)Cl,8.9
O=C(C(F)(F)F)C(F)(F)F,11.57
CC=S,8.98
C1CCC2CC(C1)OO2,8.5
FC(F)=C(F)C(F)=C(F)F,9.5
CCN(CC)C(C)=O,8.6
C=C1Cc2ccccc2C1,8.34
CCCOB(OCCC)OCCC,10.02
CCCCOB(OCCCC)OCCCC,10.72
Cn1ccc(=S)cc1,7.54
O=C1CCC(=O)C2CCC12,9.1
[O-][n+]1ccc(O)cc1,8.18
C#CC=C,9.58
FC#CF,11.18
COOC,9.1
CC=CC(C)(C)C,8.91
C=CCC(C)C,9.45
CC=CC(C)C,8.98
O=[N+]([O-])c1ccc(N=Cc2ccccc2)cc1,8.4
C[Si](C)(C)CSc1ccc(SC[Si](C)(C)C)cc1,7
CC(C)(C)C=CC(C)(C)C,8.69
CC(C)(C)C=CC(C)(C)C,8.74
CC(C)C=CC(C)C,8.84
C#CCCCC,10.03
Cc1ccccc1CC=O,8.5
C=CC1CC1,8.7
CC1=CCCC1,8.55
C1=CCNCC1,8
CCC1C=CCC1,8.88
[SiH3]c1ccccc1,9.09
[O-][n+]1ccccc1,8.38
Cn1ccccc1=O,8.2
CC1CCN(C)CC1,7.79
CC1CCCN(C)C1,7.76
c1ccc(N2CC2)cc1,8
FC(F)=C1CCCCC1,8.84
CNc1cccc(C)c1,7.26
CCCCCCCCC(C)C,9.7
CSc1ccc(SC)cc1,7.3
O=C1C(F)(F)C(F)(F)C1(F)F,10.7
CS(=O)(=O)C=Cc1ccc(C#N)cc1,9
Cc1cc(C)c(C)c(C)c1C,7.92
CC1C2CC3CC(C2)CC1C3,9.24
OC1C2CC3CC(C2)CC1C3,9.09
O=C1C2CC3CC(C2)CC1C3,8.6
CC(C)(C)c1ccc(F)cc1,8.59
CC12CC3CC(C1)CC(C)(C3)C2,9.15
CCS(=O)CC,8.75
c1ccc2c(c1)c1cccc3c4ccc5c6cccc7c8ccccc8c8cc9ccc%10cc2c(c13)c1c%10c9c(c8c76)c5c41,6.79
CN(C)c1ccccc1N(C)C,7.1
C=CC=CO,8.51
C=CC=CO,8.47
CCC(C)C1CCCCC1,9.23
O=C1C(=O)C2CCC1C21CC1,8.4
C1CCC2CC(C1)C2,9.6
Nc1cccc2c1-c1ccccc1C2,7.25
c1css1,8.5
C1=CC2C=CC1C21CC1,7.9
O=C(O)c1csc(-c2ccccc2)n1,8.6
O=S1CC1,9.2
CCCO,10.22
C1=CC2CCCC1CC2,8.7
c1cc2ccc3cc2cc1CCc1ccc2ccc(cc2c1)CC3,7
CCCCO,9.99
c1ccccc1,9.24
CCCC(C)=C(C)C,8.19
COC(=O)CN(C)C,7.96
C1=C(N2CCCC2)CCC1,7.1
C#CCC(C)C,9.83
C1=CCCC=CC1,8.85
Clc1c2ccccc2cc2ccccc12,7.45
FC1C2=CC=CC=C1C=CC=C2,8.1
CC(C)c1cc(C(C)C)cc(C(C)C)c1,8.24
N#CC1=CC2CC1c1ccccc12,8.5
C=C[C]=O,7
c1ccc2c(c1)c1ccccc1c1c2cc2ccc3cc4c5ccccc5c5ccccc5c4c4c5ccccc5c1c2c34,6.8
c1ccc2c(c1)cc1ccc3cc4ccccc4c4c5cc6c(cc5c2c1c34)c1c2ccccc2cc2ccc3cc4ccccc4c6c3c21,6.7
NC1CC2CCC1C2,8.4
CC(=O)C=Cc1ccccc1Br,8.7
Cc1ccccc1N1CCCCC1,7.1
CCCCCCCCCCCCCCCCCC(CC)c1ccccc1,8.95
C=C[SiH3],10.1
COc1cccnc1,9.34
C1=CC2C=CC1C21CC12C1C=CC2C=C1,8
C1C2(C3C4C3C3C4C32)C12C1C3C1C1C3C12,7.6
CC(=S)C=C(C)O,8.4
BrC1C2CC3CC(C2)CC1C3,9.31
C=CCC=CC,9.04
CB(Cl)Cl,11.51
C=CCC=CC,8.98
C1=CC2CCC1c1ccccc12,8.2
C1=CC2C=CC1c1ccccc12,8
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,7.5
C[SiH](c1ccoc1)c1ccoc1,8.1
C#CC(=N)O,9.85
Cc1ccc2ccc3ccc(C)c(C)c3c2c1C,7.5
CSc1cccc2cccc(SC)c12,7.2
FC(F)N(C(F)F)C(F)(F)F,11.4
FC(F)N(C(F)F)C(F)F,11.2
FC(F)N(C(F)(F)F)C(F)(F)F,11.7
c1cc2cc3ccc2cc1CCc1ccc2cc(ccc2c1)CC3,7.3
c1cc2oc1CCc1ccc(o1)CC2,7.6
c1cc2sc1CCc1ccc(s1)CC2,7.95
CCc1cccc([N+](=O)[O-])c1,9.64
[SiH3]c1ccco1,8
CCC(C#Cc1ccccc1)CC,8.24
CC=CCC(C)C,8.92
Cc1cc(C)c2c(ccc3cc(C)cc(C)c32)c1,7.8
C=C=C(C)CC,8.74
C=C1C=C[CH]c2ccccc21,7.35
CC=NN(C)C,7.54
BrC1CCCCC1Br,10.02
C=C(c1ccccn1)c1ccccc1C,8.55
C=C(c1ccccn1)c1ccccc1Cl,8.55
C=C(c1ccccn1)c1ccccc1Br,8.6
C=C(c1ccccn1)c1ccccc1I,8.3
C=C(c1ccccc1)c1cccnc1,8.73
CCCCC=CCCCC,8.76
CCCCC=CCCCC,8.77
Cc1ssc1C,8
FC(F)(F)C(=C=S)C(F)(F)F,9.4
C1=CCC2CSCC2C1,8
IC12CCC(C1)C2,8.8
IC12C3CC1CC2C3,8.6
C=C[C]=N,7.37
ClC1CC(Cl)C2CC1SS2,7.8
C,12.61
CBr,10.54
CC,11.52
C=C,10.51
C#C,11.4
CCl,11.26
CN,8.9
O=C1CC(=O)C2CCC1C2,8.7
C#N,13.6
CS,9.44
BrCBr,10.41
CCBr,10.29
ClCBr,10.77
CCC,10.94
O=C(O)C=Cc1ccccc1Br,8.8
C#CC,10.36
CCCl,10.98
C=CCl,9.99
C=CF,10.36
CCI,9.35
CC#N,12.2
CC=O,10.23
CCS,9.31
ClCCl,11.33
FCF,12.71
ICI,9.46
N=CO,10.16
N=C=O,11.6
S=C=S,10.07
C=NO,10.11
CSC,8.69
C1CC1,9.86
C1CO1,10.56
BrC(Br)Br,10.5
CC(C)Br,10.1
CC(C)C,10.68
CC(C)Cl,10.78
CC(C)I,9.19
CC(C)S,9.15
CC(Cl)Cl,11.04
C=C(Cl)Cl,9.81
CP(F)F,9.8
CC(=O)Cl,10.82
CC(F)F,11.86
C=C(F)F,10.29
C=C[Si](C)(C)C,9.5
FC(F)Cl,12.28
FC(F)F,13.86
IC(I)I,9.23
CN(C)C,7.85
CC1(C)C(=O)C2CC1C(=S)C2(C)C,8.25
CC1(C)C(=S)C2CC1C(=S)C2(C)C,8.2
C[N+](=O)[O-],11.08
CC1CO1,10.22
C1=CC2=CSSCc3cccc(c32)C1,7.4
FC(F)(Br)Br,11.03
FC(F)(F)Br,11.4
CC(C)(C)O,9.9
FC(Cl)(Cl)Cl,11.68
c1ccc(C2=C(c3ccccc3)Oc3ccccc3O2)cc1,7.08
FC(F)(Cl)Cl,12
ClC#CCl,9.9
FC(F)(F)Cl,12.6
C[Si](C)(C)C,9.8
C[Si](C)(C)Cl,10.83
CSCc1[nH]cnc1C,7.9
CC(=O)C(C)(C)C,9.14
C=CC(C)CC,9.44
C=C(CC)CC,9.06
O=C(O)C(F)(F)F,11.5
CCO[PH](=O)OCC,10.31
CCCCCC(C)OO,9.3
C=CCC(C)(C)C,9.4
CC=CC(C)(C)C,8.92
CC(=O)C=Cc1ccccc1I,8.6
CC(=O)C=Cc1ccccc1C(F)(F)F,9
Fc1ccccc1C=Cc1ccccn1,8.18
Brc1ccccc1C=Cc1ccccn1,8.05
C=C(C)CCC,9.08
C=CCC(=C)C,9.16
CC#CCO,9.78
CC(C)=CC=C(C)C,7.67
CC=CCCCCC,8.91
CCC=CCC,8.95
CCCC=CCCC,8.84
CC#CCCC,9.37
CCC=CC=O,9.7
N#CC=CC#N,11.16
CCCCCCCOO,9.48
CC1(C2(C)C=C2)C=C1,8.4
C#CCCCCCCCC,9.91
C#CCCCCCCCCCC,9.9
C#CCCCCCCCCCCCC,9.89
CN(Cl)Cl,9.52
C1=CC2(C=C1)CC2,8.14
C1C2C3CC4C1C4C23,8.4
CC1CCCC(C)N1,7.93
C1=CC2(C=C1)C=CCC2,8.2
COc1ccccc1Cl,8.42
C[SiH](C)c1ccccc1,8.92
CC=Cc1ccccc1,8.15
CSCc1ccccc1,8.2
C#Cc1ccc(C)cc1,8.3
CC(=O)C1CCCCC1=S,8
CC1CCc2ccccc21,8.47
CC1C=Cc2ccccc21,8.27
CC1=CCc2ccccc21,7.97
CNc1c(C)cccc1C,7.34
C[Si](C)(C)c1ccccc1,8.4
C=CCCc1ccccc1,8.6
CC1(C)CCCC(C)(C)N1,7.59
CC=CCCC,8.97
BrC12CC3CC(CC(C3)C1)C2,9.3
CC12CC3CC(CC(C3)C1)C2,9.17
IC12CC3CC(CC(C3)C1)C2,8.6
OC12CC3CC(CC(C3)C1)C2,9.09
Cc1cccc(C)c1N(C)C,7.3
C#Cc1c(C)cc(C)cc1C,8.16
BrC12CCC(CC1)CC2,9.4
CC(C)(C)c1ccc(N)cc1,7.35
C[Si](C)(C)Cc1ccccc1,8.35
COc1ccc(C)cc1N=Nc1ccccc1,7.3
ClP(Cl)Cl,9.9
C[Si]1(C)CSC1,8.25
Fc1ccccc1C=Cc1ccccn1,8.1
Cc1ccccc1C=Cc1ccccn1,8.01
Brc1ccccc1C=Cc1ccccn1,8.05
O=[N+]([O-])c1ccccc1C=Cc1ccccn1,8.3
Cc1ccc(C=CS(C)(=O)=O)cc1,8.3
COP1OC(C)CC(C)O1,8.34
BrC12CCC(C1)C2,9.5
FC(F)=C1CCSCC1,9.34
C=C1CCC2CSCCC2C1,8.26
C=C1CCC2CSCCC2C1,8.22
CC#CCl,9.82
c1ccc([SiH2]c2ccccc2)cc1,8.8
C=CC1CC(C=C)C1,8.9
C=CC1CC(C=C)C1,8.9
O=C1C=CC(=O)C2=C1CC2,9.64
O=C1C=CC(=O)C2CCC12,9.3
c1ccc2c(c1)CCc1ccccc1-2,7.55
c1ccc2cc3c(cc2c1)C1C2C3C12,7.71
C[SiH](c1ccccc1)c1ccccc1,8.75
C[Si](C)(c1ccccc1)c1ccccc1,8.5
S=C1C=CC=C1,8.4
Cc1c2ccc(c1C)CCc1c(C)c(C)c(c(C)c1C)CC2,7
Cc1c(C)c2c(C)c(C)c1CCc1c(C)c(C)c(c(C)c1C)CC2,6.9
Cc1c2ccccc2cc2ccccc12,7.24
ClOCl,10.91
Cc1cccc(C)c1N1CC1,7.6
CCC(C)Br,10.01
CC(C)CBr,10.09
CCC(C)C,10.32
C=CC(=C)C,8.86
Cc1ccccc1[Se]C(C)C,7.2
C#CC(=C)C,9.25
CC(C)CO,10.02
CC(C)C=O,9.71
CCC(C)Cl,10.57
CC(Cl)CCl,10.8
CCC(C)O,9.88
c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,8.4
CCC(C)=O,9.52
C=CC(C)=O,9.65
CC(=O)CCl,9.92
CC=C=C=O,8.68
O=C(Cl)C1C=CC=C1,8.9
ClC=C(Cl)Cl,9.46
CCC(=O)O,10.44
C=CC(=O)O,10.6
COC(C)=O,10.25
CC[N+](=O)[O-],10.9
CC(C)C(=O)O,10.24
FC(F)=C(Cl)Cl,9.65
FC(F)=C(F)Cl,9.81
CC(C)[N+](=O)[O-],10.74
CCC(C#Cc1ccccc1)(CC)CC,8.29
C1#CCC=CC=CC1,8.5
Cc1cc2ccc1CCc1ccc(cc1C)CC2,7.85
Cc1cc2ccc1CCc1ccc(c(C)c1C)CC2,7.3
CC=CN1CC1,7.9
CCC=CN1CC1,7.7
CC(C)=CN1CC1,7.6
CCC=CN1CC1,7.9
CC(=O)C=Cc1cccc(I)c1,8.7
CC(=O)C=Cc1cccc(C(F)(F)F)c1,9.1
CC(=O)C=Cc1ccc(C(F)(F)F)cc1,9.1
CP(C)Cl,8.9
C1=C[SiH2]C=CC1,9.1
C=C(C)C(C)=O,9.5
Cc1cccc(C)c1N1CCCCC1,7.35
CC(C)(C)C(=O)C(C)(C)C,8.67
N=C(S)c1ccccc1I,8.5
O=C1C(=O)C2CC2C1=O,9
CC12CC1(C)C(=O)C(=O)C2=O,8.4
CN(C)CC(F)F,8.42
CC(C)(C)PC(C)(C)C,7.9
NCCCC(F)(F)F,9.1
C1CC2CC2C2CC2C1,8.3
C1CC2CC2C2CC2C1,8.2
C1CCC2CC2C2CC2C1,8.5
C=CC=CC=C,8.29
C=CC#CC=C,8.5
C=CCCCO,9.42
C1=CCC1,9.43
S=C1SCCS1,8.4
C=C=[C]C,7.95
C=C(C1CC1)C1CC1,8.08
O=S1(=O)C=Cc2ccccc21,9.1
c1ccc(-c2cccs2)cc1,8.06
Cc1cc(Cl)ccc1N=S=O,8.5
CC1(C)CC(=O)CC(C)(C)N1,7.74
C=Cc1cccc2ccccc12,7.7
Fc1c(F)c(F)c(I)c(F)c1F,9.54
C=CC1C(C=C)C(C=C)C1C=C,8.6
c1ccc(Pc2ccccc2)cc1,7.8
O=C1CCCCCCCCCCC1,8.96
c1ccc(CSc2ccccc2)cc1,7.87
Cc1cccc2ccc3ccccc3c12,7.7
Cc1cccc2c1ccc1ccccc12,7.7
Cc1ccc2ccc3ccccc3c2c1,7.68
c1cc2c3c(cccc3c1)CC2,7.75
Cc1c[nH]c2ccccc12,7.51
CCOC(=O)C1CCC=CO1,8.6
C1=CC2CC1C1C3C=CC(C3)C21,8.2
c1cc2ccc1C1CC1c1ccc(cc1)C1CC21,7.4
c1ccc(-c2ccccc2-c2ccccc2)cc1,7.99
O=C1c2ccccc2C(=O)c2ccccc21,9.25
C1=CC=C2C=CC(=C1)CCc1ccc(cc1)CC2,7.3
c1ccc2c(c1)ccc1ccccc12,7.89
CNc1ccnc(-c2cc(NC)ccn2)c1,7.3
C=S,9.38
CN=O,9.3
C[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)C,7.29
c1ccc2c(c1)Cc1ccccc1-2,7.91
CO[PH](=O)OC,10.53
C=CCS,9.25
c1coc([SiH2]c2ccco2)c1,8.2
C=CCCCCCCCC,9.42
Brc1ccsc1,8.81
O=c1occo1,9.8
CCc1cccs1,8.67
O=C1C2=C(CC2)C(=O)C2=C1CC2,9.3
O=C1C2CCC2C(=O)C2CCC12,8.8
O=C1C2CCC2C(=O)C2CCC12,8.8
C1=CC2(CC1)CCCC2,8.73
ClB(Cl)c1ccccc1,9.3
OCc1cccc(Cl)c1,8.51
CC=Cc1ccccc1,8.2
[O-][N+]#Cc1ccccc1,8.96
C#Cc1ccc(Cl)cc1,8.6
N#Cc1ccc(N)cc1,8.17
OCc1ccc(Cl)cc1,8.58
CCCSc1ccccc1,7.81
COc1ccc(C#N)cc1,8.6
CC12CCC(C1)C(C)(C)C2=S,8.13
Cc1cccc(C)c1N,7.33
C=CC1C(C=C)C(C=C)C1C=C,8.6
C1#Cc2cccc3cccc(c23)C#CCCCCC1,7.48
Cc1c(C)c(C)c(C)c(C)c1C,7.85
Cc1cc2ccccc2c2ccccc12,7.46
CC1=CC=C(C)C2=C(C)C=CC(C)=C1C2,7.1
CC(C)=C1C2=CC=CC=C1C=CC=C2,7.7
O=c1c(-c2ccccc2)c1-c1ccccc1,8.1
Cc1ccccc1[N+](=O)[O-],9.24
Brc1cccc2ccccc12,8.08
Cc1cccc2ccccc12,7.96
Oc1cccc2ccccc12,7.76
O=C(O)C=Cc1ccccc1I,8.55
O=C1c2ccccc2Cc2ccccc21,8.82
COc1ccccc1OC,7.8
c1ccc2nccnc2c1,9.01
c1ccc2ccccc2c1,8.14
c1ccc2ncccc2c1,8.63
Cc1ccc2ccccc2c1,7.91
Nc1ccc2ccccc2c1,7.1
CCN(CC)c1ccccc1,6.98
C#CC(C)(C)C,9.9
CC(C)(C)N=O,7.5
OC(C(F)(F)F)C(F)(F)F,11.94
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,8.02
c1ccc2cc3cc4ccccc4cc3cc2c1,6.97
C#CC(C)CC,9.79
CC=C(C)CC,8.58
C#CC(=O)OC,10.3
c1ccc(-c2ccccc2)cc1,8.16
C=CC=CC(C)C=C,8.4
C=C(C)C=CC,8.42
C=C(C)C#CC,8.72
C=CC=C(C)C,8.26
CN(C)CC#N,8.72
C#CCCO,9.66
CC(C)(C)N=NC(C)(C)C,7.7
CN(C)SSN(C)C,7.2
CCC#CCC,9.32
c1ccc2c(c1)Sc1ccccc1S2,7.8
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,7.8
CC1CC1C,9.76
C=CC1CO1,9.52
C=C1C=CCC1,8.4
O=C1C=CC(=O)C1,9.6
O=C1C=CCCC1,9.23
IC12CCC(CC1)C2,8.8
[C-]#[N+]c1ccccc1,9.4
C1=CC2CCC1CC2,8.92
C1=CCCCCCC1,8.82
FC1(F)C(F)(F)C1(F)F,11.18
IC12CCC(CC1)CC2,8.7
C1=CCCCCCCC1,8.81
Cc1cccc2cc[nH]c12,7.71
CC=CCc1ccccc1,8.48
C#Cc1ccc(C#C)cc1,8.58
C1=CCCCCCCCC1,8.8
ClC12CC3CC(CC(C3)C1)C2,9.3
COC(=O)c1ccccc1,9.32
CCc1ccc2ccccc2c1,7.95
Cc1ccccc1C=CC(=O)O,8.65
O=C(Oc1ccccc1)c1ccccc1,8.8
C#CC=CC=Cc1ccccc1,7.9
Cc1cc(C)c2cccc-2c(C)c1,7.1
CC(=O)c1cccc2ccccc12,8.23
O=S(c1ccccc1)c1ccccc1,8.3
ON=C1CCCCCCCCCCC1,8.84
O=C1C2(CCCCC2)C(=O)C12CCCCC2,9
C1=Cc2ccccc2C1,8.14
c1ccc2sccc2c1,8.17
Cc1cc2ccccc2[nH]1,7.67
Cc1ccc(O)c(N=Nc2ccccc2)c1,7.4
Cc1ccccc1Br,8.56
Cc1ccccc1C,8.56
Cc1ccccc1Cl,8.72
Clc1ccccc1Cl,9.06
Cc1ccccc1F,8.91
Cc1ccccc1N,7.47
Cc1ccc(C)c(C)c1,8.27
Cc1cc(C)c(C)cc1C,8.06
Clc1cc(Cl)c(Cl)cc1Cl,9
c1ccc(B(c2ccccc2)c2ccccc2)cc1,8.6
CC(C)(C)c1cc(C(C)(C)C)c(N)c(C(C)(C)C)c1,6.9
CCC(=O)CC,9.31
CC1CCCC1,9.7
CC1=CC=CC1,8.4
Clc1cccs1,8.74
SC1=NCCN1,8.15
Cn1cccc1,7.99
ClC12C3C4C1C1C2C3C41Cl,9.2
IC12C3C4C1C1C2C3C41I,8.7
O=Cc1ccco1,9.22
FC(F)(F)c1ccccc1,9.69
CC(C)c1ccccc1,8.73
CC(=O)c1ccccc1,9.28
O=C(Cl)c1ccccc1,9.53
O=[N+]([O-])c1ccccc1,9.94
Cc1cccc([N+](=O)[O-])c1,9.45
C[SiH](C)C,9.9
CC[Ge](CC)(CC)[Ge](CC)(CC)CC,7.48
CC(C)N(C)C,7.3
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,10.4
CCN(CC)[Si](C)(C)C,7.68
CCCCP(CCCC)CCCC,7.5
