solv1_smiles,solv2_smiles,solv1,solv2,surface_tension,total_C,solv1_x,solv2_x,C
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.3,0.7,64.11,0.000001,0.3,0.7,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,28.33,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,29.36,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,31.8,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,29.51,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,31.55,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,34.04,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,29.39,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,31.43,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.42,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,27.45,0.005,0.7,0.3,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,28.76,0.005,0.7,0.3,-2.301029996
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,32.139,0.005,0.7,0.3,-2.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,30.677,0.005,0.7,0.3,-2.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,30.828,0.005,0.7,0.3,-2.30103
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,32.05,0.005,0.7,0.3,-2.30103
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,28.37,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,29.5,0.001,0.7,0.3,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,31.411,0.001,0.7,0.3,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,31.87,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,29.61,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,31.35,0.001,0.7,0.3,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,33.77,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,29.84,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,31.96,0.001,0.7,0.3,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,30.776,0.001,0.7,0.3,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.79,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,27.47,0.001,0.7,0.3,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,28.95,0.001,0.7,0.3,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,30.079,0.001,0.7,0.3,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,32.22,0.001,0.7,0.3,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,32.887,0.0008,0.7,0.3,-3.09691
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,33.58,0.0008,0.7,0.3,-3.096910013
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,31.556,0.0004,0.7,0.3,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,32.804,0.0004,0.7,0.3,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,31.889,0.0004,0.7,0.3,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,30.329,0.0004,0.7,0.3,-3.39794
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,32.7,0.0004,0.7,0.3,-3.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,28.17,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,29.5,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,32.21,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,30.27,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,31.7,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,32.965,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,30.06,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,31.87,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.56,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,27.72,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,29.2,0.0004,0.7,0.3,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,32.89,0.000299999,0.7,0.3,-3.52288
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,33.2,0.0002,0.7,0.3,-3.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,32.465,0.0002,0.7,0.3,-3.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,33.4,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,34.66,0.0001,0.7,0.3,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,30.807,0.0001,0.7,0.3,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,32.67,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,34.96,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,36.15,0.0001,0.7,0.3,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,33.398,0.0001,0.7,0.3,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,34.615,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,34.31,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,35.04,0.0001,0.7,0.3,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,30.807,0.0001,0.7,0.3,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.13,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,33.8,0.0001,0.7,0.3,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,35.34,0.0001,0.7,0.3,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,28.588,0.0001,0.7,0.3,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,33.96,0.0001,0.7,0.3,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,30.412,0.00008,0.7,0.3,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,32.929,0.00008,0.7,0.3,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,30.828,0.00008,0.7,0.3,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,27.984,0.00008,0.7,0.3,-4.09691
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,34.42,8.00E-05,0.7,0.3,-4.09691
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,35.08,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,36.43,8.00E-05,0.7,0.3,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,33.66,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,36.31,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,36.99,8.00E-05,0.7,0.3,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,34.265,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,36.63,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,36.37,8.00E-05,0.7,0.3,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.235,0.00008,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,34.61,8.00E-05,0.7,0.3,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,36.72,8.00E-05,0.7,0.3,-4.096910013
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,29.622,0.00004,0.7,0.3,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,37.027,0.00004,0.7,0.3,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,33.158,0.00004,0.7,0.3,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,23.224,0.00004,0.7,0.3,-4.39794
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,38.61,4.00E-05,0.7,0.3,-4.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,39.43,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,40.78,4.00E-05,0.7,0.3,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,37.37,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,41.8,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,41.48,4.00E-05,0.7,0.3,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,34.055,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,40.31,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,40.82,4.00E-05,0.7,0.3,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,34.45,0.00004,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,40.18,4.00E-05,0.7,0.3,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,42.14,4.00E-05,0.7,0.3,-4.397940009
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,34.209,0.00002,0.7,0.3,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,41.843,0.00002,0.7,0.3,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,36.05,0.00002,0.7,0.3,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,25.232,0.00002,0.7,0.3,-4.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,43.76,2.00E-05,0.7,0.3,-4.69897
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,43.32,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,44.35,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,42.29,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,45.53,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,45.9,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,44.02,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,45.05,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7,0.3,39.125,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,44.66,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.7,0.3,45.96,0.00002,0.7,0.3,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,47.83,0.00001,0.7,0.3,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,50.03,0.00001,0.7,0.3,-5
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,36.653,0.00001,0.7,0.3,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.7,0.3,47.63,0.00001,0.7,0.3,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.7,0.3,51.64,0.00001,0.7,0.3,-5
