solv1_smiles,solv2_smiles,solv1,solv2,surface_tension,total_C,solv1_x,solv2_x,C
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,27.495,0.005,1,0,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,31.45,0.005,1,0,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,28.64,0.005,1,0,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,27.81,0.001,1,0,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,31.86,0.001,1,0,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,28.87,0.001,1,0,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,32.047,0.0008,1,0,-3.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,32.139,0.0004,1,0,-3.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,28,0.0004,1,0,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,32.175,0.0004,1,0,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,28.73,0.0004,1,0,-3.397940009
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,31.806,0.0002,1,0,-3.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,31.625,0.0002,1,0,-3.698970004
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,31.608,0.0001,1,0,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,33.705,0.0001,1,0,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,31.495,0.0001,1,0,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,32.67,0.0001,1,0,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,32.035,0.00008,1,0,-4.09691
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,35.43,0.00008,1,0,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,30.425,0.00008,1,0,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,34.67,8.00E-05,1,0,-4.096910013
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,36.008,0.00004,1,0,-4.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,38.055,0.00004,1,0,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,33.69,0.00004,1,0,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,41.19,4.00E-05,1,0,-4.397940009
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,38.949,0.00002,1,0,-4.69897
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,42.83,0.00002,1,0,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,45.365,0.00002,1,0,-4.698970004
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,45.731,0.00001,1,0,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,47.125,0.00001,1,0,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,37.53,0.00001,1,0,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,48.715,0.00001,1,0,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,52.1,0.000005,1,0,-5.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,40.99,0.000005,1,0,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,54.845,5.00E-06,1,0,-5.301029996
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,56.185,0.000005,1,0,-5.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,1,0,60.024,0.000001,1,0,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],1,0,60.92,0.000001,1,0,-6
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,0,47.095,0.000001,1,0,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,1,0,58.09,0.000001,1,0,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,27.77,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,28.91,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,31.66,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,27.95,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,29.41,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.54,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,27.89,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,29.98,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.91,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,27.41,0.005,0.9,0.1,-2.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,28.62,0.005,0.9,0.1,-2.301029996
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,32.014,0.005,0.9,0.1,-2.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.743,0.005,0.9,0.1,-2.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,31.619,0.005,0.9,0.1,-2.30103
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,31.99,0.005,0.9,0.1,-2.30103
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,27.76,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,29.05,0.001,0.9,0.1,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,31.639,0.001,0.9,0.1,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,31.84,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,28.33,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,29.98,0.001,0.9,0.1,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.56,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,28.13,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,29.75,0.001,0.9,0.1,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.993,0.001,0.9,0.1,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,32.14,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,27.54,0.001,0.9,0.1,-3
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,28.84,0.001,0.9,0.1,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,31.348,0.001,0.9,0.1,-3
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,32.09,0.001,0.9,0.1,-3
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.388,0.0008,0.9,0.1,-3.09691
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.01,0.0008,0.9,0.1,-3.096910013
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,31.473,0.0004,0.9,0.1,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.337,0.0004,0.9,0.1,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.619,0.0004,0.9,0.1,-3.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,31.327,0.0004,0.9,0.1,-3.39794
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,32.53,0.0004,0.9,0.1,-3.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,27.86,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,29.36,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,32.12,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,28.46,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,30.27,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.43,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,28.53,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,30.3,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.84,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,27.52,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,28.99,0.0004,0.9,0.1,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,32.66,0.000299999,0.9,0.1,-3.52288
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.44,0.0002,0.9,0.1,-3.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.52,0.0002,0.9,0.1,-3.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,32.41,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,33.84,0.0001,0.9,0.1,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,30.953,0.0001,0.9,0.1,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,32.88,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,33.06,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,34.66,0.0001,0.9,0.1,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.022,0.0001,0.9,0.1,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.59,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,32.76,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,33.69,0.0001,0.9,0.1,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.889,0.0001,0.9,0.1,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,30.9,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,33.15,0.0001,0.9,0.1,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,33.51,0.0001,0.9,0.1,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,30.121,0.0001,0.9,0.1,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,33.73,0.0001,0.9,0.1,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,30.308,0.00008,0.9,0.1,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.68,0.00008,0.9,0.1,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.681,0.00008,0.9,0.1,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,29.393,0.00008,0.9,0.1,-4.09691
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,33.91,8.00E-05,0.9,0.1,-4.09691
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,34.45,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,34.99,8.00E-05,0.9,0.1,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.9,0.1,33.51,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,34.56,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,34.87,8.00E-05,0.9,0.1,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.9,0.1,32.64,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,34.44,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,35.02,8.00E-05,0.9,0.1,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.9,0.1,31.945,0.00008,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,33.74,8.00E-05,0.9,0.1,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.9,0.1,35.2,8.00E-05,0.9,0.1,-4.096910013
